created_at,created_by,message,team
2017-03-18T18:10:05Z,user1,DropDown&feedbackUI,team3
2017-03-15T17:33:57Z,user1,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-03-15T17:33:48Z,user1,gemfile,team3
2017-03-15T17:30:55Z,,new,team3
2017-03-15T16:07:55Z,,suggestion new,team3
2017-03-15T16:06:09Z,,suggestion,team3
2017-03-15T14:18:02Z,user1,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-03-15T14:17:45Z,user1,Visual representations for feedback,team3
2017-03-15T03:06:51Z,user3,tests of models and views,team3
2017-03-15T02:47:40Z,user1,Merge resolved,team3
2017-03-15T02:44:59Z,user1,Course-eval-give&getfeedback,team3
2017-03-15T00:43:52Z,user3,fix initial tests,team3
2017-03-10T21:25:47Z,,suggestion,team3
2017-03-09T23:30:42Z,,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-03-09T23:28:25Z,,suggestion,team3
2017-03-09T21:14:09Z,user3,forum,team3
2017-03-09T00:42:50Z,user3,Merge remote-tracking branch 'refs/remotes/origin/master',team3
2017-03-08T22:44:28Z,,suggestion,team3
2017-03-08T22:01:54Z,user3,forum,team3
2017-03-05T17:15:29Z,user2,Add files via upload,team3
2017-03-05T17:15:01Z,user2,Delete SE_FEB_END_REPORT .pdf,team3
2017-03-01T22:00:05Z,user2,Add files via upload,team3
2017-03-01T01:27:33Z,user1,Merge conflict resolved,team3
2017-03-01T01:25:34Z,user1,Prof_rating_controller,team3
2017-02-28T05:45:14Z,user3,forum,team3
2017-02-28T05:43:00Z,user3,forum,team3
2017-02-28T05:41:49Z,,Solution 3,team3
2017-02-26T02:36:58Z,user1,Final db schema and model validation,team3
2017-02-25T03:27:49Z,user1,Questionnaire,team3
2017-02-23T20:18:09Z,user3,forum,team3
2017-02-23T06:51:49Z,user3,"delete section model and semeter field in course, add relationship beteen course, review and user",team3
2017-02-23T05:48:57Z,user3,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-02-23T05:43:38Z,user3,login fix,team3
2017-02-23T04:58:52Z,user1,Course_Eval_section,team3
2017-02-22T05:39:19Z,user3,fix CSS,team3
2017-02-22T04:43:59Z,user3,solve conflits,team3
2017-02-22T04:19:26Z,user3,reviews v1,team3
2017-02-22T03:16:59Z,,login in and sign up,team3
2017-02-21T20:31:30Z,user3,fix user model (email),team3
2017-02-21T02:54:03Z,,git change ignore,team3
2017-02-21T02:47:46Z,,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-02-21T02:45:57Z,,change git ignore,team3
2017-02-21T02:45:21Z,user1,Model creation,team3
2017-02-21T02:20:44Z,user1,Migration changes,team3
2017-02-21T02:08:51Z,user1,Merge resolved,team3
2017-02-21T02:07:04Z,user1,View changes for signup and login,team3
2017-02-21T02:02:03Z,user3,create db models for targeted feedback system,team3
2017-02-20T00:59:17Z,user1,Merge branch 'master' of https://github.com/Rushi-Bhatt/SE17-Team-K,team3
2017-02-20T00:59:11Z,user1,temp,team3
2017-02-19T23:09:02Z,user3,create users model,team3
2017-02-19T21:12:49Z,user3,home page,team3
2017-02-19T17:36:10Z,user3,ignore database.yml,team3
2017-02-18T19:15:45Z,user3,hello world,team3
2017-02-18T17:13:03Z,user3,Initial rails,team3
2017-02-18T15:21:17Z,user3,add readme and gitignore file,team3
2017-01-31T21:17:39Z,user1,January report PDF,team3
2017-01-31T21:16:56Z,user1,January Report PDF,team3
2017-01-31T21:16:27Z,user1,Deleted docx file,team3
2017-01-31T21:15:57Z,user1,Deleted rough version,team3
2017-01-31T21:10:49Z,user1,Jan-report,team3
2017-04-11T16:25:53Z,user1,"Right to Privacy

Right to Privacy",team4
2017-04-10T21:23:48Z,user1,"Updated spelling mistakes in Report

Updated spelling mistakes in Report",team4
2017-04-08T00:18:53Z,user2,April Report,team4
2017-03-28T14:41:12Z,user3,added syllabus,team4
2017-03-20T13:15:41Z,user3,.,team4
2017-03-19T23:41:47Z,user3,"add all courses to the db, allow user to comment",team4
2017-03-17T00:11:26Z,user2,Update Gemfile,team4
2017-03-17T00:08:29Z,user2,Delete Gemfile.lock,team4
2017-03-08T04:12:19Z,,Added Unit Tests,team4
2017-03-02T22:02:17Z,user3,Add files via upload,team4
2017-02-28T00:11:58Z,,Minor fixes to text mining JS,team4
2017-02-28T00:11:23Z,user3,text minning page added,team4
2017-02-27T22:23:13Z,user2,February Report,team4
2017-02-27T22:22:56Z,user2,Delete Feb Report.pdf,team4
2017-02-27T22:15:39Z,user2,Add files via upload,team4
2017-02-27T22:15:21Z,user2,Delete Feb report.docx,team4
2017-02-27T21:23:03Z,user2,Add files via upload,team4
2017-02-25T22:17:26Z,,Added installation steps on text mining,team4
2017-02-24T20:37:33Z,,Passing requirement dictionary as a JSON parameter,team4
2017-02-23T21:22:35Z,user3,"Make grade distribution sortable, added link to course",team4
2017-02-21T21:41:21Z,user2,Grade Distribution Data Collection,team4
2017-02-21T19:34:42Z,,Text mining : Added code to parse online PDF to text,team4
2017-02-21T17:57:30Z,,Updated text mining code,team4
2017-02-21T17:05:23Z,user3,add grade distribution,team4
2017-02-20T20:19:11Z,user3,add course page,team4
2017-02-19T21:28:13Z,user3,"dry the code, put navigation bar in application.html.erb",team4
2017-02-19T17:43:06Z,user3,"add pictures and paginate to course list, however, need to fix the color of the link on hover",team4
2017-02-19T17:14:09Z,user3,"added pictures and paginate into course list, but need to fix the color of the link of the title of the course on hover",team4
2017-02-19T00:12:58Z,,Created JS script that pulls data from Piazza,team4
2017-02-18T19:41:15Z,user3,Message,team4
2017-02-18T19:10:56Z,user3,Website initial content,team4
2017-02-17T00:11:49Z,,Pilot with Piazza API - JS Script,team4
2017-02-13T04:27:43Z,,Course Description and details from Fall 2010 - Spring 2017,team4
2017-02-08T23:03:51Z,,Python code for collecting data on Course Description and details,team4
2017-02-01T00:07:55Z,,Jan Report,team4
2017-02-01T00:05:17Z,user2,Delete SE Project Report Jan.docx,team4
2017-01-30T20:26:26Z,user2,"Add files via upload

Uploaded Abstract, Introduction, Literature Review, and Conclusion.",team4
2017-01-27T21:05:59Z,user3,"Merge pull request #2 from zsthampi/Adrian

Adrian",team4
2017-01-27T21:05:41Z,user1,Update Questionnaire,team4
2017-01-27T21:01:00Z,user3,Update Questionnaire,team4
2017-01-27T20:58:54Z,user3,Create Questionnaire,team4
2017-01-26T23:24:09Z,user2,Update chits.txt,team4
2017-01-26T23:23:22Z,user1,"Create chits.txt

Added file for chits",team4
2017-01-23T20:28:51Z,,Added review of research papers,team4
2017-01-19T03:58:59Z,,Added another project idea,team4
2017-01-18T22:48:34Z,user1,Fixed the project,team4
2017-01-18T22:42:21Z,user2,"Update Project Ideas.txt

Decided on one topic and probed further into potential parameters.",team4
2017-01-18T14:51:48Z,,Another project idea,team4
2017-01-18T00:45:17Z,,Added some project ideas,team4
2017-01-17T22:07:12Z,,First Commit,team4
2017-04-14T01:06:42Z,user1,csv file for issues,team5
2017-04-13T03:55:23Z,user2,Update README.md,team5
2017-04-08T02:08:35Z,user2,Updated Final Report,team5
2017-04-07T18:05:02Z,user2,Add files via upload,team5
2017-04-04T17:17:04Z,user2,Added manual run for social,team5
2017-04-02T21:12:50Z,user2,Added /email path,team5
2017-04-02T15:56:16Z,user2,Cleaned up imports,team5
2017-03-31T22:06:56Z,user3,"edits done, final file",team5
2017-03-31T22:01:16Z,user3,Css edits done in email,team5
2017-03-31T21:03:40Z,user3,"email done, css edits left",team5
2017-03-31T20:59:29Z,user3,Email running,team5
2017-03-31T18:26:31Z,user3,confirmation email is done,team5
2017-03-31T17:30:33Z,user2,Delete old content,team5
2017-03-31T03:02:19Z,user2,Added better formating for html,team5
2017-03-31T02:10:30Z,user1,Merge branch 'master' of https://github.com/rnambis/SE17-group-O,team5
2017-03-31T02:10:10Z,user1,google analytics code added,team5
2017-03-31T00:19:30Z,user2,Cleanup of temp files,team5
2017-03-31T00:16:42Z,user2,Readd python files. whoops,team5
2017-03-31T00:10:59Z,user2,fixed untracked files,team5
2017-03-30T20:56:11Z,user2,Update master requirments list,team5
2017-03-30T20:47:52Z,user2,update requirements,team5
2017-03-30T20:42:47Z,user2,Fixed error in __init__,team5
2017-03-30T20:40:01Z,user2,Modified db in init,team5
2017-03-30T19:31:59Z,user2,Added better formatting for base html,team5
2017-03-30T19:13:11Z,user2,Forward to news automatically. Auto fill news,team5
2017-03-30T01:50:28Z,user2,Added remote db checking,team5
2017-03-29T20:56:18Z,user2,Deleting old References file,team5
2017-03-29T20:52:54Z,user2,Delete old copy of project_idea.md,team5
2017-03-28T23:26:07Z,user2,Fixed spelling error,team5
2017-03-28T23:23:56Z,user2,Modified port and ip,team5
2017-03-28T23:16:53Z,user1,newsapi link added,team5
2017-03-28T23:16:51Z,user2,Updated Requirements,team5
2017-03-28T23:10:30Z,user2,Removed old dependencies,team5
2017-03-28T23:06:59Z,user1,duplicate feedback link removed,team5
2017-03-28T23:04:39Z,user2,Merge branch 'bhushan' into master,team5
2017-03-28T22:59:54Z,user1,link opens in new tab,team5
2017-03-28T22:55:28Z,user2,Modified run,team5
2017-03-28T22:54:13Z,user1,link opens in new tab,team5
2017-03-28T22:52:23Z,user1,audio issue resolved,team5
2017-03-28T22:47:43Z,user2,Testing stuff out for a sec,team5
2017-03-28T22:40:08Z,user2,Getting ready for depolyment?,team5
2017-03-28T22:34:03Z,user1,got rid of admin dashboard,team5
2017-03-28T22:25:24Z,user1,better background color,team5
2017-03-28T22:20:59Z,user1,color change,team5
2017-03-28T22:16:33Z,user1,Feedback link added,team5
2017-03-28T21:56:02Z,user1,login n color changed,team5
2017-03-28T21:52:05Z,user2,Added survey link to website,team5
2017-03-28T18:57:53Z,user2,"JK, actually fixed spacing this time",team5
2017-03-28T18:55:05Z,user2,Corrected spacing,team5
2017-03-28T18:28:07Z,user2,Better formatting for social,team5
2017-03-28T18:08:51Z,user2,Corrected directory misspelling,team5
2017-03-28T18:02:07Z,user2,Create sample_template.html,team5
2017-03-23T02:07:03Z,user2,Better formatting for README.md,team5
2017-03-21T20:13:19Z,user2,Better formatting for multi tweet stories,team5
2017-03-21T04:35:21Z,user2,Updated social_job with new API,team5
2017-03-21T04:03:13Z,user2,Added better handling of multi-tweet stories,team5
2017-03-12T02:30:38Z,user1,link color red,team5
2017-03-12T02:20:50Z,user1,removed unused files,team5
2017-03-12T02:05:44Z,user1,new s aapi,team5
2017-03-11T19:57:16Z,user2,Added social job for twitter posts,team5
2017-03-10T17:40:46Z,user1,twitter link added,team5
2017-03-10T17:07:26Z,user1,check added news_job,team5
2017-03-10T05:42:11Z,user1,audio button for each news,team5
2017-03-10T04:50:10Z,user1,image resized,team5
2017-03-10T04:38:00Z,user1,images added,team5
2017-03-10T04:34:40Z,user1,added title,team5
2017-03-10T04:13:21Z,user1,newsfeed size change,team5
2017-03-10T04:02:58Z,user1,color change,team5
2017-03-10T03:27:37Z,user1,button color changed,team5
2017-03-10T02:43:09Z,user1,better background image,team5
2017-03-10T02:25:33Z,user1,Dashboard color changed,team5
2017-03-10T01:48:18Z,user1,Newsfeed change,team5
2017-03-09T03:32:56Z,user1,Dashboard added,team5
2017-03-03T04:18:18Z,user2,Update README.md,team5
2017-03-01T03:13:57Z,user1,commit issue,team5
2017-02-28T19:29:29Z,user2,Readded Twitter support,team5
2017-02-28T18:26:19Z,user2,Delete temp.md,team5
2017-02-28T00:19:14Z,user1,Add files via upload,team5
2017-02-28T00:09:29Z,user2,Update README.md to use md instead of html,team5
2017-02-28T00:06:39Z,user2,Update README.md,team5
2017-02-28T00:01:59Z,user2,Removes special characters before TTS,team5
2017-02-27T23:09:53Z,user3,Create README.md,team5
2017-02-27T04:37:40Z,user2,Create Twitter.md,team5
2017-02-26T20:36:04Z,user2,Slow down news updates. Now 10 min.,team5
2017-02-26T19:30:31Z,user2,Added voice to speech button using JS,team5
2017-02-24T23:35:54Z,user2,Add correct path for fourm submission in news.html,team5
2017-02-24T23:09:51Z,user2,Delete __init__.py~,team5
2017-02-24T23:09:36Z,user2,Delete views.pyc,team5
2017-02-24T23:09:32Z,user2,Delete models.pyc,team5
2017-02-24T23:08:24Z,user2,Delete __init__.pyc,team5
2017-02-24T23:02:00Z,user2,Added better error checking for news_job and unpickling for views,team5
2017-02-23T22:26:16Z,user2,Remove old files that were moved to /News,team5
2017-02-23T22:22:07Z,user2,Added automatic news downloading job on startup,team5
2017-02-23T21:59:00Z,user3,removed old folder,team5
2017-02-23T21:35:52Z,user2,Added better error checking for views.py,team5
2017-02-23T21:27:48Z,user2,Added ability for views.py to read from file,team5
2017-02-23T20:47:21Z,user2,Added sample news.data pickled file,team5
2017-02-23T17:33:11Z,user2,Updated formatting for data file,team5
2017-02-23T16:55:46Z,user2,Changed news_job.py to background task,team5
2017-02-23T16:23:37Z,user1,Fixed css for newsfeed,team5
2017-02-23T16:18:12Z,user2,Fixed missing colon in news_job.py,team5
2017-02-23T03:52:09Z,user2,Added job scheduler that saves news to pickle object,team5
2017-02-22T21:44:11Z,user2,Spelling Correction in,team5
2017-02-21T23:10:27Z,user3,Create Readme,team5
2017-02-21T20:45:22Z,user3,Integrated newspaper code to login code,team5
2017-02-21T20:18:50Z,user2,Added ability to view txt file from site,team5
2017-02-21T20:12:45Z,user2,Added better error checking for newspaper module,team5
2017-02-21T19:35:35Z,user3,Merge conflicts resolved,team5
2017-02-21T19:29:14Z,user3,login done,team5
2017-02-21T18:49:47Z,user2,Added better text splitting for big twitter posts,team5
2017-02-21T06:38:54Z,user1,Fetching data script,team5
2017-02-19T04:40:59Z,user3,Dashboard reached,team5
2017-02-19T04:35:44Z,user3,Login and registeration done,team5
2017-02-19T04:20:56Z,user3,Home page done,team5
2017-02-19T04:12:03Z,user3,"blueprint definitions of home,auth, admin over",team5
2017-02-19T04:08:26Z,user3,Before home blueprint,team5
2017-02-18T17:50:03Z,user2,"Create example.json

Use as reference for format of news objects",team5
2017-02-18T16:51:42Z,user1,Added weblinks and newsfeed window,team5
2017-02-17T21:37:12Z,user2,"Added automatic parsing of news

Retrives news at 1 minute intervals. Posts summary to twitter.",team5
2017-02-17T05:45:16Z,user1,Bootstrap added,team5
2017-02-16T22:04:13Z,user2,Made twitter file a class for later use.,team5
2017-02-16T15:31:27Z,user2,Update README.md,team5
2017-02-14T22:13:00Z,user2,Added additional button for testing,team5
2017-02-12T21:47:48Z,user1,initial framework for newspaper,team5
2017-02-12T19:45:41Z,user2,Added initial python framework for publishing messages,team5
2017-02-07T21:42:08Z,user3,Working on sign up sheet of Web App,team5
2017-02-01T03:55:48Z,user2,Add files via upload,team5
2017-02-01T03:15:22Z,user2,Add files via upload,team5
2017-02-01T01:49:00Z,user2,Add files via upload,team5
2017-02-01T01:48:26Z,user2,Create temp.md,team5
2017-01-21T17:12:55Z,user2,Update Reference papers for personalized news feed,team5
2017-01-18T20:24:33Z,user1,Update project_idea.md,team5
2017-01-18T18:54:07Z,user1,Update Reference papers for personalized news feed,team5
2017-01-18T18:53:48Z,user2,Create project_idea.md,team5
2017-01-18T18:49:30Z,user1,Update Reference papers for personalized news feed,team5
2017-01-18T18:45:45Z,user2,Update Reference papers for personalized news feed,team5
2017-01-18T18:42:12Z,user1,Create Reference papers for personalized news feed,team5
2017-01-14T23:16:07Z,user3,Initial commit,team5
2017-04-08T01:45:17Z,user1,User analysis paper,team6
2017-04-08T00:32:12Z,user1,Upload User Study Survey Results,team6
2017-03-20T14:18:56Z,user2,google stats survey,team6
2017-03-19T17:47:35Z,user3,"User Evaluation Survey

Threat Map User Eval Questions",team6
2017-03-14T04:38:13Z,user1,Update README.md,team6
2017-03-14T04:36:59Z,user1,Update README.md,team6
2017-03-14T03:23:55Z,user1,generate log,team6
2017-02-28T22:51:09Z,user3,"Feb Progress Report

Feb Progress Report",team6
2017-02-27T18:44:46Z,user1,Update README.md,team6
2017-02-27T05:57:48Z,user1,Upload apk file,team6
2017-02-23T19:28:23Z,user1,Added intro,team6
2017-02-23T15:18:43Z,user3,Hackathon,team6
2017-02-23T15:17:18Z,user3,Hackathon,team6
2017-02-23T01:08:28Z,user2,Update README.md,team6
2017-02-22T21:46:20Z,user1,Update README.md,team6
2017-02-22T20:58:26Z,user1,Update README.md,team6
2017-02-22T20:56:01Z,user2,Update DEVLOG.md,team6
2017-02-22T20:50:47Z,user1,Add cloudant and nodeJS setup instructions,team6
2017-02-22T19:33:45Z,user1,Update README.md,team6
2017-02-22T13:16:59Z,user1,Update README.md,team6
2017-02-22T03:19:51Z,user1,"Task list - update 1

-change quotes in source codes
-lean up codes
-hide buttons, add autoload behavior
-create task list request codes",team6
2017-02-22T02:57:14Z,user2,nam setting file,team6
2017-02-22T02:56:19Z,user2,google trends in nodejs,team6
2017-02-20T03:10:49Z,user3,"READme

To Do Check List",team6
2017-02-20T02:30:36Z,user3,"Up dated READme

Threat Map",team6
2017-02-17T23:07:55Z,user1,"Improve personel stats

Modify app.js to add more stats to nurses (image change, task list)
Modified noSQL structure of nurse and room tables
Modify frontend js and html codes for nurse section
Upload more images for dashboard",team6
2017-02-17T23:04:10Z,user1,Merge remote-tracking branch 'origin/master',team6
2017-02-17T19:34:15Z,user3,Scenario's,team6
2017-02-17T18:19:29Z,user3,"Scenario's

Example Scenario's",team6
2017-02-17T16:39:07Z,user3,"Threat Level Variables

Threat Level Variables.",team6
2017-02-17T03:02:41Z,user1,"more code lean up

Removed irrelevant html and nodes functions",team6
2017-02-16T20:12:39Z,user1,"Lean up codes, remove artifacts

Lean up codes, remove artifacts from IBM sample",team6
2017-02-14T19:46:47Z,user3,"AutoRefesh

Threat Map view Controller, Auto Refresh",team6
2017-02-14T19:40:46Z,user3,"README Intro

README Intro",team6
2017-02-14T19:37:05Z,user3,"Merge branch 'master' of https://github.com/genterist/whiteWolf

# Conflicts:
#	Matt_UI_Code/All_Code/Test.txt",team6
2017-02-13T03:21:39Z,user1,Uploaded graphic files to project's graphic library,team6
2017-02-12T16:51:44Z,user1,Updated UI and auto refresh of room stats,team6
2017-02-11T15:06:49Z,user1,Admin console Upgraded,team6
2017-02-10T21:24:40Z,user1,"Code to load Room stats

modified app.js and name_actions.js to fully load room stats",team6
2017-02-10T21:00:20Z,user3,Project_Code_Matt,team6
2017-02-10T20:56:23Z,user3,Testing,team6
2017-02-09T21:46:28Z,user2,draft of back up plan - threat map (in php with Codeigniter),team6
2017-02-09T20:17:12Z,user1,"Cloudant and NodeJS mode

Update button function in name_actions.js
Modify app.get(/view_rooms)
- change DB table
- remove cvs export feature
- change DB queries
Modify app.get(/view_rooms) and name_actions.js - add more fields to
room stats display",team6
2017-02-09T15:01:44Z,user1,Update DEVLOG.md,team6
2017-02-08T20:56:01Z,user3,Test-UI Code Object-C,team6
2017-02-08T20:50:53Z,user3,node.js Code,team6
2017-02-07T21:48:32Z,user3,Create Matt-TestCode,team6
2017-02-07T19:25:56Z,user1,Rename PodInstall-ReadME.md to PodInstall.md,team6
2017-02-07T19:17:29Z,user1,Update and rename devLog.md to DEVLOG.md,team6
2017-02-07T19:03:56Z,user1,Create devLog.md,team6
2017-02-06T21:04:04Z,user2,source tree test,team6
2017-02-06T16:29:59Z,user1,test credential,team6
2017-02-06T16:20:45Z,user1,test commit,team6
2017-02-06T16:08:07Z,user4,test,team6
2017-02-06T15:59:49Z,user4,test credential,team6
2017-02-06T15:53:23Z,user4,test,team6
2017-02-06T15:38:53Z,user4,"Initial BlueMix code gen

+Place holder codes
+Credentials are not shared between team members
+Advanced mobil and db features are not synced",team6
2017-02-06T15:29:55Z,user4,"Revert ""Initial IBM BlueMix code gen""

This reverts commit 914e5e0613e0076bacdaf77f7917c5eb88e5fa18.",team6
2017-02-06T15:23:20Z,user4,"Initial IBM BlueMix code gen

+Place holder codes
+Credentials are not shared between team members
+Advanced mobil and db features are not synced",team6
2017-01-31T21:04:06Z,user1,original upload,team6
2017-01-18T04:58:23Z,user1,Create Progress.md,team6
2017-01-18T04:34:29Z,user1,Create LICENSE.md,team6
2017-01-18T04:32:13Z,user1,Create CONTRIBUTING.md,team6
2017-01-18T04:30:50Z,user1,Update README.md,team6
2017-01-17T19:06:06Z,user1,Update README.md,team6
2017-01-17T19:03:51Z,user1,Initial commit,team6
2017-04-08T02:24:35Z,user1,Add files via upload,team7
2017-04-08T02:13:02Z,user1,Add files via upload,team7
2017-03-01T02:06:34Z,user2,Add files via upload,team7
2017-02-01T04:56:23Z,user1,Add files via upload,team7
2017-02-01T04:56:14Z,user1,Delete Jan_Report_Latex.zip,team7
2017-02-01T04:55:12Z,user1,Jan. Report,team7
2017-02-01T04:54:58Z,user1,Delete Jan_Report_v3.pdf,team7
2017-02-01T04:53:34Z,user1,Jan. Report,team7
2017-02-01T04:53:02Z,user1,Delete Jan. Report,team7
2017-02-01T04:52:19Z,user1,Create Jan. Report,team7
2017-02-01T04:49:49Z,user1,ALL the Latex files for Jan Report,team7
2017-01-25T01:54:51Z,user3,Update SurveyQuestion.md,team7
2017-01-24T21:13:55Z,user1,Update SurveyQuestion.md,team7
2017-01-24T21:10:17Z,user2,Update SurveyQuestion.md,team7
2017-01-24T21:09:55Z,user2,Update SurveyQuestion.md,team7
2017-01-24T21:09:23Z,user2,Update SurveyQuestion.md,team7
2017-01-24T21:08:39Z,user2,Update SurveyQuestion.md,team7
2017-01-24T21:07:14Z,user1,Create SurveyQuestion.md,team7
2017-01-24T20:57:23Z,user1,Update Final se project.md,team7
2017-01-24T20:56:51Z,user1,Update Final se project.md,team7
2017-01-24T20:56:07Z,user1,Rename Final se project to Final se project.md,team7
2017-01-24T20:55:05Z,user1,Update Final se project,team7
2017-01-24T20:53:53Z,user1,Update Final se project,team7
2017-01-24T20:53:30Z,user1,Update Final se project,team7
2017-01-24T20:52:25Z,user1,Update Final se project,team7
2017-01-24T20:32:12Z,user2,Create Final se project,team7
2017-01-21T20:37:41Z,user2,Update Ideas.md,team7
2017-01-15T00:14:39Z,user1,Update Ideas.md,team7
2017-01-15T00:11:33Z,user1,Update Ideas.md,team7
2017-01-14T19:39:25Z,user3,Update Ideas.md,team7
2017-01-14T18:37:44Z,user2,Update Ideas.md,team7
2017-01-14T18:37:01Z,user2,Update Ideas.md,team7
2017-01-14T14:47:47Z,user3,Update Ideas.md,team7
2017-01-14T14:45:52Z,user3,Update Ideas.md,team7
2017-01-14T02:42:42Z,user1,Update Ideas.md,team7
2017-01-13T21:46:29Z,user1,Update Ideas.md,team7
2017-01-12T21:10:05Z,user3,Update Ideas.md,team7
2017-01-12T21:09:13Z,user2,Update Ideas.md,team7
2017-01-12T20:47:58Z,user3,project idea(notification system with GPS sensing),team7
2017-01-12T20:42:48Z,user2,Update Ideas.md,team7
2017-01-12T01:48:59Z,user2,Update Ideas.md,team7
2017-01-12T01:48:07Z,user2,Create Ideas.md,team7
2017-01-12T00:38:00Z,user2,Initial commit,team7
2017-04-08T03:09:00Z,user1,Adding final paper,team8
2017-04-08T03:03:03Z,user1,Final Draft,team8
2017-04-08T02:31:19Z,user1,Rough Draft,team8
2017-04-07T03:35:34Z,user1,Latest stuff,team8
2017-04-05T01:43:02Z,user1,Adding analysis for approach 2,team8
2017-04-03T17:22:47Z,user1,Added march paper section,team8
2017-04-03T17:19:15Z,user1,Merge sharelatex-2017-04-03-1719 into master,team8
2017-04-03T17:19:14Z,user1,Updates from ShareLaTeX,team8
2017-03-31T00:37:49Z,user2,Merge branch 'approach1',team8
2017-03-31T00:36:43Z,user2,Resolve conflicts for merge,team8
2017-03-31T00:18:20Z,user3,Delete README.md,team8
2017-03-31T00:12:53Z,user2,"Merge pull request #49 from NCSU-SE-Spring-17/approach3

Approach3",team8
2017-03-31T00:12:38Z,user2,"Merge pull request #48 from NCSU-SE-Spring-17/approach2

Approach2",team8
2017-03-30T21:47:54Z,user3,Delete font-awesome.scss,team8
2017-03-30T21:47:48Z,user3,Delete _variables.scss,team8
